Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Negative Regulation Of Neuron Differentiation (GO:0045665)	2.140994e-01	3.448067e-01	0	0	4.326630e+00	6.668699e+00	DLX1
GO_Biological_Process_2023	Negative Regulation Of Oxidative Stress-Induced Cell Death (GO:1903202)	2.140994e-01	3.448067e-01	0	0	4.326630e+00	6.668699e+00	PYCR1
GO_Biological_Process_2023	Positive Regulation Of Neuron Apoptotic Process (GO:0043525)	2.140994e-01	3.448067e-01	0	0	4.326630e+00	6.668699e+00	TFAP2A
GO_Biological_Process_2023	Positive Regulation Of Oxidoreductase Activity (GO:0051353)	2.140994e-01	3.448067e-01	0	0	4.326630e+00	6.668699e+00	GDNF
GO_Biological_Process_2023	Vascular Transport (GO:0010232)	2.142805e-01	3.448067e-01	0	0	2.352613e+00	3.624129e+00	ABCC2;SLC2A1
GO_Biological_Process_2023	Positive Regulation Of Protein Localization (GO:1903829)	2.142805e-01	3.448067e-01	0	0	2.352613e+00	3.624129e+00	PLK1;CDK1
GO_Biological_Process_2023	Epidermis Development (GO:0008544)	2.181004e-01	3.502305e-01	0	0	2.323859e+00	3.538771e+00	CRABP2;PTHLH
GO_Biological_Process_2023	Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	2.189182e-01	3.502305e-01	0	0	1.408079e+00	2.138952e+00	TFAP2A;SALL1;ZIC2;LHX2;LHX1;IL31RA;HMGA2;FOXM1
GO_Biological_Process_2023	Regulation Of Kinase Activity (GO:0043549)	2.219263e-01	3.502305e-01	0	0	2.295797e+00	3.456116e+00	INSRR;ECT2
GO_Biological_Process_2023	Transport Across Blood-Brain Barrier (GO:0150104)	2.219263e-01	3.502305e-01	0	0	2.295797e+00	3.456116e+00	ABCC2;SLC2A1
GO_Biological_Process_2023	Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	PMAIP1
GO_Biological_Process_2023	Regulation Of Monocyte Chemotaxis (GO:0090025)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	GREM1
GO_Biological_Process_2023	Regulation Of Ruffle Assembly (GO:1900027)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	EPS8L3
GO_Biological_Process_2023	Response To dsRNA (GO:0043331)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	PMAIP1
GO_Biological_Process_2023	Response To Hexose (GO:0009746)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	SLC2A5
GO_Biological_Process_2023	Determination Of Bilateral Symmetry (GO:0009855)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	STIL
GO_Biological_Process_2023	Fat-Soluble Vitamin Metabolic Process (GO:0006775)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	NQO1
GO_Biological_Process_2023	Wound Healing, Spreading Of Cells (GO:0044319)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	CCNA2
GO_Biological_Process_2023	Iron Ion Transport (GO:0006826)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	TTYH1
GO_Biological_Process_2023	Mononuclear Cell Differentiation (GO:1903131)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	IL31RA
GO_Biological_Process_2023	Negative Regulation Of Ossification (GO:0030279)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	GREM1
GO_Biological_Process_2023	Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	PIF1
GO_Biological_Process_2023	Positive Regulation Of Lipid Metabolic Process (GO:0045834)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	EEF1A2
GO_Biological_Process_2023	Positive Regulation Of p38MAPK Cascade (GO:1900745)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	LEP
GO_Biological_Process_2023	Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	PLK1
GO_Biological_Process_2023	Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	SULF1
GO_Biological_Process_2023	Regulation Of Actin Nucleation (GO:0051125)	2.222914e-01	3.502305e-01	0	0	4.138402e+00	6.223188e+00	VIL1
GO_Biological_Process_2023	Negative Regulation Of Neuron Death (GO:1901215)	2.257574e-01	3.553382e-01	0	0	2.268404e+00	3.376052e+00	GDNF;KIF14
GO_Biological_Process_2023	Positive Regulation Of DNA Repair (GO:0045739)	2.295934e-01	3.555806e-01	0	0	2.241655e+00	3.298473e+00	DEPDC1B;FOXM1
GO_Biological_Process_2023	Positive Regulation Of Cell Adhesion (GO:0045785)	2.295934e-01	3.555806e-01	0	0	2.241655e+00	3.298473e+00	FRMD5;TNFRSF18
GO_Biological_Process_2023	Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034)	2.295934e-01	3.555806e-01	0	0	2.241655e+00	3.298473e+00	ANLN;EPS8L3
GO_Biological_Process_2023	Regulation Of Myelination (GO:0031641)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	KIF14
GO_Biological_Process_2023	Cellular Response To Hexose Stimulus (GO:0071331)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	SLC2A5
GO_Biological_Process_2023	Regulation Of Transcription Regulatory Region DNA Binding (GO:2000677)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	TWIST1
GO_Biological_Process_2023	Regulation Of Vascular Endothelial Growth Factor Production (GO:0010574)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	SULF1
GO_Biological_Process_2023	Inner Ear Morphogenesis (GO:0042472)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	TFAP2A
GO_Biological_Process_2023	Metanephros Development (GO:0001656)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	GDNF
GO_Biological_Process_2023	Mismatch Repair (GO:0006298)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	EXO1
GO_Biological_Process_2023	Myotube Differentiation (GO:0014902)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	KCNH1
GO_Biological_Process_2023	Nucleic Acid Phosphodiester Bond Hydrolysis (GO:0090305)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	DNA2
GO_Biological_Process_2023	Organelle Membrane Fusion (GO:0090174)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	SYT7
GO_Biological_Process_2023	Positive Regulation Of T Cell Migration (GO:2000406)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	CXCL13
GO_Biological_Process_2023	Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	PMAIP1
GO_Biological_Process_2023	Proteoglycan Metabolic Process (GO:0006029)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	SULF1
GO_Biological_Process_2023	Regulation Of B Cell Activation (GO:0050864)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	CD19
GO_Biological_Process_2023	Regulation Of Actin Cytoskeleton Reorganization (GO:2000249)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	BAIAP2L2
GO_Biological_Process_2023	Regulation Of Biomineral Tissue Development (GO:0070167)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	TWIST1
GO_Biological_Process_2023	Regulation Of Cell Cycle Phase Transition (GO:1901987)	2.303983e-01	3.555806e-01	0	0	3.965860e+00	5.821667e+00	PLK1
GO_Biological_Process_2023	Membrane Organization (GO:0061024)	2.333677e-01	3.598130e-01	0	0	1.821623e+00	2.650716e+00	BAIAP2L2;ATP10B;CEP55
GO_Biological_Process_2023	Regulation Of Cytokine Production (GO:0001817)	2.361211e-01	3.599020e-01	0	0	1.810043e+00	2.612635e+00	LEP;IGF2BP3;LGR4
GO_Biological_Process_2023	Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	2.370538e-01	3.599020e-01	0	0	1.630426e+00	2.346947e+00	CCNA2;P2RY6;FAM83D;EPHB1
GO_Biological_Process_2023	Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066)	2.372777e-01	3.599020e-01	0	0	2.190002e+00	3.150371e+00	LEP;TWIST1
GO_Biological_Process_2023	Cellular Response To Chemical Stress (GO:0062197)	2.372777e-01	3.599020e-01	0	0	2.190002e+00	3.150371e+00	NQO1;PYCR1
GO_Biological_Process_2023	Sodium Ion Transport (GO:0006814)	2.372777e-01	3.599020e-01	0	0	2.190002e+00	3.150371e+00	SLC24A2;SCN8A
GO_Biological_Process_2023	Organic Anion Transport (GO:0015711)	2.372777e-01	3.599020e-01	0	0	2.190002e+00	3.150371e+00	SLC2A1;SLCO5A1
GO_Biological_Process_2023	Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	CELSR3
GO_Biological_Process_2023	Activation Of Phospholipase C Activity (GO:0007202)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	P2RY6
GO_Biological_Process_2023	Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901016)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	NETO1
GO_Biological_Process_2023	Calcium-Ion Regulated Exocytosis (GO:0017156)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	SYT7
GO_Biological_Process_2023	Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	VIL1
GO_Biological_Process_2023	Regulation Of Transcription By RNA Polymerase III (GO:0006359)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	POLR3G
GO_Biological_Process_2023	Cellular Response To Xenobiotic Stimulus (GO:0071466)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	AIM2
GO_Biological_Process_2023	Dendritic Spine Organization (GO:0097061)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	EPHB1
GO_Biological_Process_2023	Telomere Maintenance Via Telomere Lengthening (GO:0010833)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	PIF1
GO_Biological_Process_2023	Nuclear Membrane Organization (GO:0071763)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	PLK1
GO_Biological_Process_2023	Peptide Cross-Linking (GO:0018149)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	COL3A1
GO_Biological_Process_2023	Positive Regulation Of Monooxygenase Activity (GO:0032770)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	GDNF
GO_Biological_Process_2023	Positive Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043552)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	CD19
GO_Biological_Process_2023	Regulation Of SMAD Protein Signal Transduction (GO:0060390)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	CILP
GO_Biological_Process_2023	Regulation Of Actin Filament Bundle Assembly (GO:0032231)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	VIL1
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Contraction (GO:0086004)	2.384209e-01	3.599020e-01	0	0	3.807120e+00	5.458337e+00	ATP2A1
GO_Biological_Process_2023	Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	2.416448e-01	3.644215e-01	0	0	1.787319e+00	2.538505e+00	ADM2;PTHLH;TSHR
GO_Biological_Process_2023	Regulation Of Chromatin Organization (GO:1902275)	2.463600e-01	3.673383e-01	0	0	3.660592e+00	5.128348e+00	MKI67
GO_Biological_Process_2023	Golgi To Plasma Membrane Protein Transport (GO:0043001)	2.463600e-01	3.673383e-01	0	0	3.660592e+00	5.128348e+00	RAB26
GO_Biological_Process_2023	Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239)	2.463600e-01	3.673383e-01	0	0	3.660592e+00	5.128348e+00	GDNF
GO_Biological_Process_2023	Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110)	2.463600e-01	3.673383e-01	0	0	3.660592e+00	5.128348e+00	SKA3
GO_Biological_Process_2023	Cardiac Muscle Cell Differentiation (GO:0055007)	2.463600e-01	3.673383e-01	0	0	3.660592e+00	5.128348e+00	GREM1
GO_Biological_Process_2023	Response To Interferon-Beta (GO:0035456)	2.463600e-01	3.673383e-01	0	0	3.660592e+00	5.128348e+00	AIM2
GO_Biological_Process_2023	Transcription By RNA Polymerase III (GO:0006383)	2.463600e-01	3.673383e-01	0	0	3.660592e+00	5.128348e+00	POLR3G
GO_Biological_Process_2023	Homologous Chromosome Pairing At Meiosis (GO:0007129)	2.463600e-01	3.673383e-01	0	0	3.660592e+00	5.128348e+00	TRIP13
GO_Biological_Process_2023	In Utero Embryonic Development (GO:0001701)	2.463600e-01	3.673383e-01	0	0	3.660592e+00	5.128348e+00	STIL
GO_Biological_Process_2023	Negative Regulation Of Neurogenesis (GO:0050768)	2.463600e-01	3.673383e-01	0	0	3.660592e+00	5.128348e+00	DPYSL5
GO_Biological_Process_2023	Positive Regulation Of Immune System Process (GO:0002684)	2.463600e-01	3.673383e-01	0	0	3.660592e+00	5.128348e+00	TNFRSF18
GO_Biological_Process_2023	Positive Regulation Of Mitotic Cell Cycle (GO:0045931)	2.463600e-01	3.673383e-01	0	0	3.660592e+00	5.128348e+00	CCNB1
GO_Biological_Process_2023	Positive Regulation Of Programmed Cell Death (GO:0043068)	2.505361e-01	3.732140e-01	0	0	1.589402e+00	2.199974e+00	TOP2A;MELK;PMAIP1;ECT2
GO_Biological_Process_2023	Regulation Of Nitric-Oxide Synthase Activity (GO:0050999)	2.542166e-01	3.741256e-01	0	0	3.524918e+00	4.827616e+00	LEP
GO_Biological_Process_2023	Carbohydrate Derivative Biosynthetic Process (GO:1901137)	2.542166e-01	3.741256e-01	0	0	3.524918e+00	4.827616e+00	RRM2
GO_Biological_Process_2023	Regulation Of Protein Localization To Membrane (GO:1905475)	2.542166e-01	3.741256e-01	0	0	3.524918e+00	4.827616e+00	GPC2
GO_Biological_Process_2023	Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010)	2.542166e-01	3.741256e-01	0	0	3.524918e+00	4.827616e+00	SULF1
GO_Biological_Process_2023	Immunoglobulin Mediated Immune Response (GO:0016064)	2.542166e-01	3.741256e-01	0	0	3.524918e+00	4.827616e+00	CD19
GO_Biological_Process_2023	Left/Right Pattern Formation (GO:0060972)	2.542166e-01	3.741256e-01	0	0	3.524918e+00	4.827616e+00	STIL
GO_Biological_Process_2023	Mitochondrial Membrane Organization (GO:0007006)	2.542166e-01	3.741256e-01	0	0	3.524918e+00	4.827616e+00	PMAIP1
GO_Biological_Process_2023	Morphogenesis Of An Epithelium (GO:0002009)	2.542166e-01	3.741256e-01	0	0	3.524918e+00	4.827616e+00	LHX1
GO_Biological_Process_2023	Negative Regulation Of DNA Binding (GO:0043392)	2.542166e-01	3.741256e-01	0	0	3.524918e+00	4.827616e+00	HMGA2
GO_Biological_Process_2023	Positive Regulation Of Calcium Ion Transport (GO:0051928)	2.542166e-01	3.741256e-01	0	0	3.524918e+00	4.827616e+00	ATP2A1
GO_Biological_Process_2023	Positive Regulation Of Dephosphorylation (GO:0035306)	2.542166e-01	3.741256e-01	0	0	3.524918e+00	4.827616e+00	CDCA2
GO_Biological_Process_2023	Positive Regulation Of Protein Import Into Nucleus (GO:0042307)	2.542166e-01	3.741256e-01	0	0	3.524918e+00	4.827616e+00	ECT2
GO_Biological_Process_2023	Primary Neural Tube Formation (GO:0014020)	2.542166e-01	3.741256e-01	0	0	3.524918e+00	4.827616e+00	STIL
GO_Biological_Process_2023	Regulation Of Protein Metabolic Process (GO:0051246)	2.565379e-01	3.768421e-01	0	0	2.070695e+00	2.817137e+00	UHRF1;FAM83D
GO_Biological_Process_2023	Sphingolipid Metabolic Process (GO:0006665)	2.565379e-01	3.768421e-01	0	0	2.070695e+00	2.817137e+00	B4GALNT1;PLPP2
GO_Biological_Process_2023	Antimicrobial Humoral Response (GO:0019730)	2.603947e-01	3.781936e-01	0	0	2.048373e+00	2.756202e+00	CXCL13;WFDC3
GO_Biological_Process_2023	Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560)	2.603947e-01	3.781936e-01	0	0	2.048373e+00	2.756202e+00	DLX1;COL3A1
GO_Biological_Process_2023	Positive Regulation Of Supramolecular Fiber Organization (GO:1902905)	2.603947e-01	3.781936e-01	0	0	2.048373e+00	2.756202e+00	VIL1;BAIAP2L2
GO_Biological_Process_2023	Regulation Of Gene Expression (GO:0010468)	2.607304e-01	3.781936e-01	0	0	1.231963e+00	1.656089e+00	TFAP2A;CRABP2;ONECUT1;TWIST1;HMGA2;YBX2;PTHLH;GDNF;CILP;ADM2;LHX1;DNMT3B;IGF2BP3;EZH2
GO_Biological_Process_2023	Metal Ion Transport (GO:0030001)	2.611337e-01	3.781936e-01	0	0	1.712071e+00	2.298836e+00	SCN8A;ATP2A1;KCNH1
GO_Biological_Process_2023	Regulation Of Dendritic Spine Morphogenesis (GO:0061001)	2.619915e-01	3.781936e-01	0	0	3.398934e+00	4.552679e+00	LRP8
GO_Biological_Process_2023	Regulation Of Developmental Growth (GO:0048638)	2.619915e-01	3.781936e-01	0	0	3.398934e+00	4.552679e+00	LEP
GO_Biological_Process_2023	RNA-mediated Gene Silencing (GO:0031047)	2.619915e-01	3.781936e-01	0	0	3.398934e+00	4.552679e+00	FAM172BP
GO_Biological_Process_2023	Regulation Of Neuron Migration (GO:2001222)	2.619915e-01	3.781936e-01	0	0	3.398934e+00	4.552679e+00	COL3A1
GO_Biological_Process_2023	Cellular Nitrogen Compound Biosynthetic Process (GO:0044271)	2.619915e-01	3.781936e-01	0	0	3.398934e+00	4.552679e+00	NQO1
GO_Biological_Process_2023	Response To Epidermal Growth Factor (GO:0070849)	2.619915e-01	3.781936e-01	0	0	3.398934e+00	4.552679e+00	VIL1
GO_Biological_Process_2023	Female Gamete Generation (GO:0007292)	2.619915e-01	3.781936e-01	0	0	3.398934e+00	4.552679e+00	TRIP13
GO_Biological_Process_2023	Tube Closure (GO:0060606)	2.619915e-01	3.781936e-01	0	0	3.398934e+00	4.552679e+00	STIL
GO_Biological_Process_2023	Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress (GO:0070059)	2.619915e-01	3.781936e-01	0	0	3.398934e+00	4.552679e+00	ATP2A1
GO_Biological_Process_2023	mRNA Splice Site Recognition (GO:0006376)	2.619915e-01	3.781936e-01	0	0	3.398934e+00	4.552679e+00	KHDC4
GO_Biological_Process_2023	Negative Regulation Of DNA Biosynthetic Process (GO:2000279)	2.619915e-01	3.781936e-01	0	0	3.398934e+00	4.552679e+00	PIF1
GO_Biological_Process_2023	Organic Cyclic Compound Biosynthetic Process (GO:1901362)	2.619915e-01	3.781936e-01	0	0	3.398934e+00	4.552679e+00	PYCR1
GO_Biological_Process_2023	Positive Regulation Of Endopeptidase Activity (GO:0010950)	2.619915e-01	3.781936e-01	0	0	3.398934e+00	4.552679e+00	AIM2
GO_Biological_Process_2023	Positive Regulation Of Viral Genome Replication (GO:0045070)	2.619915e-01	3.781936e-01	0	0	3.398934e+00	4.552679e+00	TOP2A
GO_Biological_Process_2023	Negative Regulation Of Gene Expression (GO:0010629)	2.637678e-01	3.804113e-01	0	0	1.463020e+00	1.949746e+00	CILP;CHEK1;IGF2BP3;LGR4;EZH2
GO_Biological_Process_2023	Regulation Of Protein Localization (GO:0032880)	2.642520e-01	3.807631e-01	0	0	2.026526e+00	2.697006e+00	TRIM46;GPC2
GO_Biological_Process_2023	MAPK Cascade (GO:0000165)	2.681094e-01	3.843990e-01	0	0	2.005139e+00	2.639485e+00	IL31RA;CDK1
GO_Biological_Process_2023	Regulation Of Neuron Projection Development (GO:0010975)	2.695486e-01	3.843990e-01	0	0	1.681718e+00	2.204744e+00	FUT9;GPC2;SPOCK1
GO_Biological_Process_2023	Regulation Of Centrosome Duplication (GO:0010824)	2.696856e-01	3.843990e-01	0	0	3.281639e+00	4.300583e+00	STIL
GO_Biological_Process_2023	Regulation Of Macrophage Activation (GO:0043030)	2.696856e-01	3.843990e-01	0	0	3.281639e+00	4.300583e+00	IL31RA
GO_Biological_Process_2023	Negative Regulation Of Axon Extension (GO:0030517)	2.696856e-01	3.843990e-01	0	0	3.281639e+00	4.300583e+00	TRIM46
GO_Biological_Process_2023	Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111)	2.696856e-01	3.843990e-01	0	0	3.281639e+00	4.300583e+00	TPX2
GO_Biological_Process_2023	Nucleic Acid Metabolic Process (GO:0090304)	2.696856e-01	3.843990e-01	0	0	3.281639e+00	4.300583e+00	DNA2
GO_Biological_Process_2023	Phospholipid Dephosphorylation (GO:0046839)	2.696856e-01	3.843990e-01	0	0	3.281639e+00	4.300583e+00	PLPP2
GO_Biological_Process_2023	Phospholipid Translocation (GO:0045332)	2.696856e-01	3.843990e-01	0	0	3.281639e+00	4.300583e+00	ATP10B
GO_Biological_Process_2023	Positive Regulation Of Locomotion (GO:0040017)	2.696856e-01	3.843990e-01	0	0	3.281639e+00	4.300583e+00	TWIST1
GO_Biological_Process_2023	Presynaptic Endocytosis (GO:0140238)	2.696856e-01	3.843990e-01	0	0	3.281639e+00	4.300583e+00	STX1A
GO_Biological_Process_2023	Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049)	2.696856e-01	3.843990e-01	0	0	3.281639e+00	4.300583e+00	SRPX2
GO_Biological_Process_2023	Protein Catabolic Process (GO:0030163)	2.758228e-01	3.896453e-01	0	0	1.963688e+00	2.529223e+00	PMAIP1;MAGEC2
GO_Biological_Process_2023	B Cell Proliferation (GO:0042100)	2.772996e-01	3.896453e-01	0	0	3.172164e+00	4.068797e+00	CD19
GO_Biological_Process_2023	Regulation Of Dendrite Morphogenesis (GO:0048814)	2.772996e-01	3.896453e-01	0	0	3.172164e+00	4.068797e+00	DPYSL5
GO_Biological_Process_2023	Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041)	2.772996e-01	3.896453e-01	0	0	3.172164e+00	4.068797e+00	PMAIP1
GO_Biological_Process_2023	Actin Filament Polymerization (GO:0030041)	2.772996e-01	3.896453e-01	0	0	3.172164e+00	4.068797e+00	VIL1
GO_Biological_Process_2023	Regulation Of Response To Biotic Stimulus (GO:0002831)	2.772996e-01	3.896453e-01	0	0	3.172164e+00	4.068797e+00	LRP8
GO_Biological_Process_2023	Modulation Of Excitatory Postsynaptic Potential (GO:0098815)	2.772996e-01	3.896453e-01	0	0	3.172164e+00	4.068797e+00	NETO1
GO_Biological_Process_2023	Negative Regulation Of Cell-Matrix Adhesion (GO:0001953)	2.772996e-01	3.896453e-01	0	0	3.172164e+00	4.068797e+00	CDKN2A
GO_Biological_Process_2023	Negative Regulation Of Developmental Growth (GO:0048640)	2.772996e-01	3.896453e-01	0	0	3.172164e+00	4.068797e+00	TRIM46
GO_Biological_Process_2023	Positive Regulation Of DNA Binding (GO:0043388)	2.772996e-01	3.896453e-01	0	0	3.172164e+00	4.068797e+00	TWIST1
GO_Biological_Process_2023	Positive Regulation Of Rho Protein Signal Transduction (GO:0035025)	2.772996e-01	3.896453e-01	0	0	3.172164e+00	4.068797e+00	COL3A1
